index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
1381,F,widowed,68.59,1,retired,postgrad,2805.67,4519.43,218.95,
1382,M,single,27.82,0,manuf,tertiary,5177.46,15525,1559.61,
1383,F,widowed,46.71,2,finance,secondary,3088.58,9272.76,1268.3,
1384,M,single,20.27,0,legal,tertiary,9416.54,25545.07,2407.1,
1385,F,married,54.12,1,manuf,postgrad,4070.71,17152.73,2795.78,
1386,F,married,25.05,3,IT,professional,14823.99,23619.03,2563.58,
1387,F,divorced,31.34,0,finance,secondary,2204.62,20710.86,444.39,
1388,M,widowed,62.17,0,manuf,secondary,2825.59,17757.07,789.3,
1389,F,divorced,31.73,1,government,tertiary,5923.34,35346.46,1443.78,
1390,M,married,40.01,0,medicine,tertiary,7532.13,40187.45,1325.44,
1391,F,divorced,32.22,0,IT,secondary,2214.3,15040.19,1661.76,
1392,M,married,46.09,1,medicine,postgrad,9383.54,24872.83,5494.3,
1393,F,single,25.79,0,manuf,tertiary,5207.45,7306.05,1015.11,
1394,M,single,24.16,0,finance,tertiary,5909.23,28863.17,1795.64,
1395,F,married,43.49,2,manuf,tertiary,3420.4,20418.65,864.6,
1396,M,widowed,56.56,1,IT,postgrad,12063.23,46449.93,1415.64,
1397,F,married,39.94,1,medicine,tertiary,7000.41,30259.99,2642.33,
1398,M,married,47.38,2,education,postgrad,7922.83,35760.04,1891.21,
1399,F,married,44.5,0,construct,secondary,7922.83,35760.04,1891.21,
1400,F,single,41.24,0,government,tertiary,7741.66,22141.33,1176.3,
1401,M,married,24.85,0,IT,secondary,1553.18,15905.34,2114.51,
1402,M,married,40.6,0,manuf,postgrad,8809.75,42604.75,2485.59,
1403,F,single,46.28,0,IT,tertiary,4908.8,26326.4,2803.17,
1404,F,married,45.06,2,finance,tertiary,3604.14,18771.16,3599.94,
1405,M,married,23.18,0,finance,tertiary,5999.67,25847.5,2139.24,
1406,F,married,65.46,1,retired,tertiary,2858.91,16698.8,991.9,
1407,M,divorced,53.81,2,medicine,professional,12279.7,65562.81,5440.17,
1408,M,married,52.67,2,government,secondary,1773.8,21901.63,226.06,
1409,M,single,23.96,0,manuf,professional,9996.98,35205.13,4554.82,
1410,M,widowed,76.38,0,retired,secondary,1499.91,9386.11,813.05,
1411,M,widowed,59.12,2,government,secondary,3866.29,16338.31,650.75,
1412,F,married,63.76,0,manuf,secondary,2497.02,12007.85,1277.28,
1413,F,married,30.4,2,government,secondary,2516.93,11561.95,926.16,
1414,F,single,31.56,0,finance,secondary,2227.99,11547.22,972.88,
1415,M,married,22.8,2,manuf,postgrad,7011.88,25184.4,1934.46,
1416,M,divorced,40.42,0,construct,tertiary,7011.88,25184.4,1934.46,
1417,M,widowed,44.5,3,legal,postgrad,9970.93,39465.6,5095.52,
1418,F,married,20.34,2,government,postgrad,9172.96,14208.96,2495.88,
1419,F,widowed,40.35,2,government,secondary,2517,11980.3,227.15,
1420,M,married,46.01,3,IT,secondary,3401,16260.53,898.83,
1421,F,married,49.89,0,IT,tertiary,5998.07,31137.86,1515.39,
1422,F,married,24.46,0,education,secondary,2708.75,10504.86,762.67,
1423,F,divorced,42.74,2,construct,postgrad,2708.75,10504.86,762.67,
1424,F,married,23.98,1,finance,tertiary,5103.78,24085.75,2005.06,
1425,M,single,29.6,0,government,secondary,2730.59,14325.23,828.91,
1426,F,single,18.82,0,government,postgrad,5643.86,6320.84,2526.57,
1427,M,divorced,33.82,2,legal,secondary,2327.28,16965.04,901.36,
1428,M,single,35.57,0,finance,secondary,1402.36,17395.07,735.54,
1429,M,divorced,41.73,0,IT,postgrad,9027.21,46751.07,3001.15,
1430,F,married,37.19,2,IT,secondary,3488.91,18785.4,1030.25,
1431,F,single,26.73,0,construct,tertiary,3488.91,18785.4,1030.25,
1432,M,single,34.84,0,manuf,tertiary,3653.97,14994.18,1050.2,
1433,M,divorced,30.1,0,IT,postgrad,7943.7,31250.24,4874.7,
1434,F,widowed,80.54,3,retired,postgrad,4000.2,10789.34,923.54,
1435,F,married,38.57,0,construct,secondary,4000.2,10789.34,923.54,
1436,M,divorced,44.54,2,education,tertiary,4000,21640.84,1345,
1437,F,married,24.97,2,finance,secondary,2914.85,22664.9,202.57,
1438,F,divorced,37.1,2,government,secondary,2644.36,12049.04,782.73,
1439,M,married,40.03,2,legal,secondary,2885.12,29314.62,2246.47,
1440,M,married,45.5,1,legal,secondary,3501.13,24664.73,1774.49,
1441,F,married,52.5,1,education,postgrad,8675.5,9558.77,1823.42,
1442,M,married,60.73,1,finance,secondary,3385.08,17624.71,1084.8,
1443,M,single,39.83,0,government,tertiary,4990.84,21704.26,2065.22,
1444,M,widowed,69,2,retired,secondary,2058.46,12311.28,976.56,
1445,M,widowed,83.37,1,retired,secondary,2589.62,11636.58,773.19,
1446,F,single,27.1,0,construct,tertiary,2589.62,11636.58,773.19,
1447,F,married,40.81,2,manuf,tertiary,7539.62,10094.71,1515.42,
1448,F,divorced,44.89,2,legal,postgrad,10570.81,54851.75,4190.17,
1449,F,married,26.11,1,finance,postgrad,5326.12,31183.57,1193.75,
1450,M,single,24.8,0,government,secondary,3730.83,13210.28,601.99,
1451,M,married,41.47,0,government,postgrad,9116.01,29076.57,1811.37,
1452,F,widowed,87,1,retired,tertiary,3469.33,18221.93,636.99,
1453,M,widowed,75.2,1,retired,tertiary,3844.49,12632.6,620.21,
1454,F,single,27.38,0,finance,secondary,2646.42,15968.99,1053.78,
1455,M,married,32.74,1,education,tertiary,2515.94,9795.83,1030.63,
1456,F,divorced,36.71,1,education,secondary,1411.03,14230.61,921.07,
1457,F,single,45.08,0,legal,tertiary,7850.33,39232.24,2534.66,
1458,M,divorced,44.28,0,IT,secondary,2243.17,12635.41,2031.05,
1459,M,single,19.76,0,IT,tertiary,5905.1,23891.81,1693.63,
1460,F,married,61.66,2,government,secondary,1997.64,20526.35,493.53,
1461,M,single,36.89,0,finance,tertiary,9187.88,22738.49,2343.07,
1462,F,married,24.73,3,government,professional,10200.62,21583.51,6699.61,
1463,M,widowed,60.46,1,medicine,tertiary,7690.55,29029.06,2719.49,
1464,F,married,40,2,education,postgrad,7215.46,41601.12,1661.14,
1465,M,married,60.88,0,government,tertiary,5801.74,12532.18,1945.69,
1466,M,widowed,64.9,1,manuf,postgrad,7152.23,22115.2,2210.51,
1467,F,married,44.4,2,manuf,postgrad,7802.61,30530.4,2172.2,
1468,M,married,44.04,2,finance,secondary,2815.21,14611.46,1198.24,
1469,F,single,29.5,0,finance,secondary,1975.64,16010.66,2126.42,
1470,F,single,23.06,0,government,postgrad,8590.48,45466.31,2491.77,
1471,F,married,35.75,1,education,secondary,1938.49,19602.26,105.94,
1472,F,divorced,63.64,2,government,postgrad,8489.63,26912.16,3694.74,
1473,F,single,41.43,0,construct,postgrad,8489.63,26912.16,3694.74,
1474,M,divorced,41.16,3,government,tertiary,4597.49,10756.9,2049.68,
1475,M,divorced,45.01,0,construct,tertiary,4597.49,10756.9,2049.68,
1476,F,married,40.04,2,education,secondary,889.78,7187.12,600.96,
1477,F,divorced,31.6,0,IT,tertiary,5818.21,24362.28,2109.35,
1478,F,single,35.65,0,government,tertiary,2121.04,32484.54,1473.57,
1479,F,married,46.3,1,construct,secondary,2121.04,32484.54,1473.57,
1480,M,single,23.75,0,finance,tertiary,8048.04,23459.01,1910.67,
1481,M,married,30.35,1,finance,professional,8568.87,26079.83,4970.63,
1482,M,married,39.98,1,IT,postgrad,7645.91,30119.5,1851.04,
1483,F,married,37.43,1,manuf,postgrad,7719.75,26867.41,2135.67,
1484,F,divorced,47.19,1,government,professional,10125.37,30146.56,5985.46,
1485,M,single,27.99,0,finance,postgrad,9337.15,20689.35,1502.57,
1486,F,single,26.24,0,education,postgrad,6818.1,17509.88,3146.19,
1487,F,married,22.46,1,government,tertiary,4809.92,10373.24,1499.12,
1488,M,single,28,0,finance,tertiary,7347.83,27143.75,2070.74,
1489,M,married,40.96,0,government,secondary,2476.05,9445.49,323.48,
1490,M,married,34.47,0,finance,tertiary,3851.58,27909.75,1393.1,
1491,F,married,51.61,3,manuf,postgrad,10219.46,11213.58,2504.79,
1492,M,married,35.84,2,IT,postgrad,13855,29118.57,3546.91,
1493,M,single,34,0,manuf,postgrad,12989.85,30508.7,2672.94,
1494,M,divorced,44.63,1,construct,postgrad,12989.85,30508.7,2672.94,
1495,F,divorced,45.02,0,IT,secondary,2886.11,11167.84,1275.63,
1496,M,married,30.93,2,government,tertiary,3345.75,7857.86,1099.65,
1497,F,single,20.32,0,medicine,tertiary,6772.39,22816.7,2077.06,
1498,M,widowed,60,2,finance,tertiary,5028.73,24003.29,2510.71,
1499,M,married,39.34,0,education,secondary,1999.01,9921.75,587.13,
1500,F,married,38.85,2,finance,tertiary,9274.25,22096.08,1641.84,
1501,F,married,57.69,0,government,secondary,1944.3,20494.45,708.04,
1502,F,single,29.9,0,education,postgrad,6466.25,20033.27,2284.35,
1503,M,single,27.65,0,education,tertiary,4437.42,5381.95,1609.45,
1504,F,married,28.81,1,finance,tertiary,3885.23,11388.31,2761.98,
1505,M,single,28.09,0,medicine,secondary,4826.47,25979.87,2500.35,
1506,F,married,39,0,legal,professional,10722.37,48214.17,6158.37,
1507,F,married,53.13,0,finance,secondary,3253.87,13747.57,1193.42,
1508,F,married,60.86,1,medicine,secondary,1823.3,30825.12,1633.95,
1509,F,divorced,51.81,3,IT,tertiary,6001.25,10638.44,601.04,
1510,F,single,20.59,0,medicine,tertiary,5760.31,15851.42,2192.41,
1511,M,single,32.8,0,IT,professional,5842.95,35850.31,5365.34,
1512,M,single,28.06,0,IT,tertiary,3053.99,28420.05,2647.58,
1513,F,married,26.82,2,manuf,postgrad,2768.09,46537.77,2617.61,
1514,F,single,27.72,0,IT,secondary,3229.27,18048.85,1203.72,
1515,F,single,24.79,0,finance,postgrad,9463.58,30957.66,4476.42,
1516,F,single,43.6,0,legal,tertiary,8004.39,36291.63,2744.28,
1517,F,single,27.83,0,finance,tertiary,4061.95,33698.83,2208.46,
1518,F,divorced,48.82,0,manuf,tertiary,5038.97,16997.28,1184.48,
1519,M,divorced,71.27,0,retired,secondary,2021.48,11578.03,738.52,
1520,M,married,58.19,1,finance,tertiary,5979.65,13823.91,1977.58,
1521,F,married,36.69,1,education,professional,7435.86,40241.7,1460.29,
1522,M,married,60.25,0,legal,secondary,2706.91,7080.52,1631.79,
1523,M,widowed,56.12,2,legal,tertiary,4656.04,34843.81,2909.97,
1524,F,married,39.93,2,manuf,tertiary,5072.55,13575.6,1870.32,
1525,M,single,37.6,0,construct,tertiary,5072.55,13575.6,1870.32,
1526,M,divorced,51.3,0,legal,postgrad,12270.54,59440.8,2638.55,
1527,F,single,36.1,0,education,postgrad,5962.76,25859.69,2005.38,
1528,F,single,26.41,0,medicine,secondary,2925.63,21075.11,1824.49,
1529,M,married,36.55,2,medicine,tertiary,10233.66,17949.87,2947.99,
1530,F,single,41.25,0,manuf,postgrad,9406.33,24634.28,2264.29,
1531,M,married,40.01,1,finance,secondary,2927.85,10253.47,754.65,
1532,M,single,23.01,0,finance,secondary,520.96,21721.53,1023.17,
1533,M,married,31.37,3,construct,postgrad,520.96,21721.53,1023.17,
1534,F,single,30.66,0,education,tertiary,3220.76,17318.39,798.59,
1535,F,married,38.47,1,government,tertiary,6299.49,34777.6,1826.64,
1536,F,married,49,0,legal,secondary,3864.22,27822.38,1480.17,
1537,F,married,61.08,1,manuf,postgrad,8037.2,37929.25,3135.3,
1538,M,married,24.69,1,government,professional,4382.94,38142.77,4078.88,
1539,M,married,28.78,0,government,tertiary,6059.32,20010.5,1479.72,
1540,M,widowed,84.17,2,retired,postgrad,3679.14,13504.1,1207.34,
1541,M,widowed,57.94,1,construct,tertiary,3679.14,13504.1,1207.34,
1542,F,married,20.75,2,medicine,tertiary,9076.48,17854.06,1179.77,
1543,F,single,28.32,0,legal,secondary,3261.32,26817.42,2444.8,
1544,M,single,21.87,0,finance,tertiary,5517.98,11030.76,2577.95,
1545,F,married,35.7,0,manuf,tertiary,2357.22,33693.35,2435.15,
1546,M,single,22.72,0,IT,tertiary,9146.16,13585.33,761.18,
1547,M,divorced,50.25,0,IT,secondary,2544.57,15039.33,2047.27,
1548,F,married,46.65,2,manuf,professional,9434.27,53766.03,2442.15,
1549,M,married,39.99,0,legal,professional,19659.04,59919.08,5733.59,
1550,M,divorced,41.09,0,IT,secondary,1032.02,9783.56,2168.52,
1551,M,widowed,62.12,0,government,secondary,1784.96,12926.73,775.72,
1552,M,divorced,43.5,0,finance,postgrad,13273.88,47025.65,2939.48,
1553,M,married,40.49,1,manuf,postgrad,8877.05,25228.67,2734.48,
1554,M,divorced,65.68,3,retired,tertiary,4443.96,17138.65,1065.71,
1555,M,divorced,48.39,4,construct,tertiary,4443.96,17138.65,1065.71,
1556,M,divorced,40.89,1,education,tertiary,3356.34,14676.18,824.53,
1557,M,single,42.7,0,IT,tertiary,6557.42,11592.35,2709.32,
1558,F,single,23.95,0,IT,professional,10554.25,25626.88,3397.27,
1559,F,married,60.41,0,manuf,postgrad,7630.93,25028.34,3566.99,
1560,M,single,25.44,0,finance,tertiary,6056.31,11973.52,1924.49,
1561,M,single,28.42,0,finance,tertiary,5007,22990.51,459.68,
1562,F,widowed,84,2,retired,secondary,1500.55,14237.87,802.04,
1563,M,widowed,59.37,2,construct,secondary,1500.55,14237.87,802.04,
1564,F,divorced,28.89,1,finance,postgrad,7762.25,16095.68,3345.19,
1565,M,single,34.72,0,finance,tertiary,6518.44,22869.47,2009.79,
1566,M,divorced,68.23,0,retired,secondary,1590.06,6194.93,801.83,
1567,F,single,21.79,0,construct,secondary,1590.06,6194.93,801.83,
1568,F,married,52.12,1,finance,secondary,1998.73,15888.44,1077.03,
1569,F,widowed,55.06,2,IT,postgrad,11486.65,28031.19,1319.11,
1570,M,divorced,45.1,2,legal,tertiary,8698,36118.66,1700.7,
1571,F,single,27.26,0,government,tertiary,4540.74,19977.03,1063.4,
1572,F,married,31.08,2,government,secondary,2468.99,11979.61,810.58,
1573,M,divorced,35.27,1,construct,professional,2468.99,11979.61,810.58,
1574,M,married,34.97,2,medicine,postgrad,6125.22,21183.69,3704.53,
1575,F,married,39.93,1,government,tertiary,5433.09,4787.14,1012.39,
1576,F,divorced,48.06,0,manuf,secondary,3502.78,19204.75,1087.21,
1577,M,married,32.04,1,IT,secondary,1564.19,12300.97,1060.53,
1578,F,single,24.33,0,government,postgrad,2908.76,6866.42,1989.27,
1579,F,married,50.49,3,government,postgrad,8454.59,28443.99,3148.71,
1580,M,married,35.3,1,IT,postgrad,10246.05,27583.76,4684.05,
1581,F,married,31.29,2,construct,tertiary,10246.05,27583.76,4684.05,
1582,F,single,22.97,0,construct,secondary,10246.05,27583.76,4684.05,
1583,F,married,37.83,0,construct,professional,10246.05,27583.76,4684.05,
1584,M,married,48.69,0,IT,professional,12197.93,31608.69,4634.44,
1585,M,married,32.43,1,government,tertiary,7390.46,2837.17,1309.3,
1586,F,married,41.26,0,manuf,tertiary,6519.6,18344.92,1400.47,
1587,F,married,23.5,2,manuf,secondary,3805.99,11922.89,776.78,
1588,M,married,25.21,0,education,secondary,890.41,9586.29,918.28,
1589,F,divorced,50.69,0,manuf,postgrad,7600.09,32625.13,2998.84,
1590,F,married,47.65,0,manuf,professional,7995.06,50745.93,2449.83,
1591,M,single,22.3,0,manuf,secondary,2274.2,14134.23,810.07,
1592,F,married,32.01,2,government,postgrad,5170.79,25349.68,1182.5,
1593,M,married,48.59,1,legal,tertiary,3737.55,42333.12,3754.7,
1594,M,married,38.89,1,IT,secondary,1223.12,9961.63,1200,
1595,F,divorced,46.7,3,finance,secondary,2725.42,10816.31,1442.26,
1596,M,married,39.97,0,government,tertiary,6142.95,32918.04,1499.99,
1597,M,divorced,51.22,1,medicine,tertiary,7010.99,36485.71,3744.68,
1598,M,divorced,30.99,0,manuf,secondary,2737.43,13708.44,784.42,
1599,F,single,21.59,0,IT,tertiary,5417.15,16381.79,2261.73,
1600,F,married,39.91,1,government,tertiary,4759.74,6573.1,710.66,
1601,M,married,44.84,0,IT,tertiary,3758.19,24123.96,3533.71,
1602,F,single,18.36,0,IT,tertiary,9900.36,28007.68,1684.4,
1603,F,single,23.58,0,government,tertiary,4991.58,27414.52,2215.81,
1604,M,divorced,65.5,2,retired,postgrad,5163.33,21033.49,1028.95,
1605,M,single,40.64,0,legal,postgrad,7664,61817.69,5350.96,
1606,M,divorced,41.91,1,finance,tertiary,6217.4,14340.57,1997.06,
1607,F,divorced,25.86,0,IT,secondary,3102,16152.3,1191.99,
1608,F,widowed,55.95,1,government,professional,10043.51,20729.25,2943.39,
1609,F,married,39.97,2,manuf,postgrad,8444.89,22527.21,1390.58,
1610,F,single,31.84,0,medicine,secondary,2167.97,25715.21,2626.08,
1611,M,single,21.31,0,legal,secondary,4951.68,22696.51,1959.37,
1612,F,married,24.09,0,IT,secondary,663.78,25465.68,1118.43,
1613,F,married,32.64,2,IT,postgrad,4113.91,29988.13,4309.33,
1614,F,widowed,43.73,1,education,tertiary,3220.49,24522.85,593.39,
1615,F,divorced,50.16,1,IT,professional,6596.3,33782.34,7108.11,
1616,F,single,24.54,0,manuf,postgrad,6156.78,3129.88,2188.85,
1617,F,single,27.23,0,IT,professional,17612.99,25696.02,5892.24,
1618,F,single,27.89,0,manuf,tertiary,4780.38,14009.77,907.26,
1619,F,single,25.31,0,government,tertiary,4910.32,16431.02,1497.89,
1620,M,single,25.54,0,IT,tertiary,4889.59,24022.07,2122.88,
1621,F,divorced,28.1,2,education,secondary,1536.12,3764.52,214.05,
1622,M,single,28.05,0,legal,tertiary,8487.67,23868.59,3247.88,
1623,M,married,44.45,2,construct,professional,8487.67,23868.59,3247.88,
1624,M,divorced,28.76,2,finance,tertiary,8312.42,13021.22,1924.47,
1625,F,single,27.91,0,manuf,tertiary,2918.83,32740.64,1408.17,
1626,F,married,39.32,3,finance,secondary,2017.51,9474.48,1199.06,
1627,F,divorced,42.68,1,government,postgrad,5072.41,3096.33,2014.63,
1628,M,married,61.17,1,legal,postgrad,5297.12,38198.26,2935.94,
1629,M,divorced,63.27,2,construct,postgrad,5297.12,38198.26,2935.94,
1630,M,married,63.7,1,manuf,tertiary,5008.16,21828.88,1068.88,
1631,M,married,57.14,0,manuf,postgrad,11403.94,17937.67,3097.38,
1632,M,widowed,53.08,1,IT,tertiary,3736.27,24351.14,1917.53,
1633,F,married,22.12,4,construct,tertiary,3736.27,24351.14,1917.53,
1634,F,single,27.95,0,construct,tertiary,3736.27,24351.14,1917.53,
1635,F,married,40.54,2,government,postgrad,2743.07,24853.03,2297.02,
1636,F,single,21.56,0,medicine,secondary,3140.74,20279.45,974.92,
1637,F,single,18.74,0,manuf,professional,10074.11,30812.53,4235.97,
1638,M,married,39.65,1,government,secondary,1582.25,11822.21,902.93,
1639,F,divorced,28.84,2,medicine,professional,5022.14,73963.48,5497.28,
1640,F,single,27.97,0,manuf,secondary,4344.56,3342.91,1351.38,
1641,M,single,19.65,0,medicine,tertiary,8426.1,29671.42,936.14,
1642,F,married,20.8,2,manuf,tertiary,5124.42,20477.19,2243.63,
1643,F,married,40.35,2,government,tertiary,2480.29,1963.2,664.64,
1644,F,married,36.79,2,manuf,secondary,1953.12,18773.21,683.24,
1645,M,married,51.81,3,finance,tertiary,6016.42,22529.07,1755.52,
1646,M,divorced,45.02,1,construct,tertiary,6016.42,22529.07,1755.52,
1647,F,divorced,48.24,0,finance,tertiary,6036,21311.33,1482.13,
1648,M,divorced,30.81,1,manuf,tertiary,5210.8,620.32,2388.29,
1649,F,divorced,46.09,2,finance,tertiary,5029.86,14325.92,3468.14,
1650,M,widowed,68.03,2,retired,tertiary,3529.75,14999.75,750.49,
1651,F,single,39.04,0,government,secondary,2194.96,14294.12,801.4,
1652,M,married,28.84,1,IT,tertiary,5918.78,29608.3,2885.6,
1653,M,married,40.89,1,IT,postgrad,10161.29,28631.62,4541.23,
1654,M,single,27.98,0,finance,tertiary,6037.92,21402.25,1907.6,
1655,M,married,32.3,1,finance,secondary,2029.02,20639.78,1190.51,
1656,M,married,58.74,3,education,tertiary,3623.81,26708.27,1556.96,
1657,F,single,35.29,0,legal,tertiary,8618.29,35712.05,2558.19,
1658,M,married,40.07,1,legal,tertiary,6848.21,29119.44,3703.87,
1659,F,divorced,56.41,1,education,secondary,2001.76,10474.19,712.2,
1660,F,married,22.13,2,government,postgrad,7982.32,24856.72,2456.92,
1661,F,widowed,59.54,0,government,tertiary,7182,20439.21,1519.74,
1662,F,single,29.36,0,construct,secondary,7182,20439.21,1519.74,
1663,M,single,37.92,0,finance,secondary,2415.98,23450.71,1237.47,
1664,F,widowed,43.38,1,IT,postgrad,10099.06,30821.04,4221.98,
1665,F,married,46.64,0,finance,tertiary,2594.26,24791.56,1996.64,
1666,F,divorced,44.46,2,education,secondary,3343.87,18438.37,575.06,
1667,M,divorced,52.17,0,education,secondary,623.53,11670,913.81,
1668,M,married,48.03,1,IT,postgrad,9014.05,19484.17,3670.11,
1669,F,married,60.79,1,medicine,tertiary,11541.86,41465.27,1015,
1670,F,married,39.01,1,manuf,secondary,670.19,12561.68,760.48,
1671,F,single,25.92,0,manuf,postgrad,3960.13,17059.77,2536.76,
1672,F,divorced,46.11,1,government,tertiary,6191.61,10156.64,516.37,
1673,F,divorced,39.92,1,government,tertiary,3703.57,32004.67,1011.65,
1674,M,divorced,46.06,1,IT,tertiary,5991.28,15699.02,1493.87,
1675,F,married,24.95,2,IT,secondary,2297.94,16283.34,356.96,
1676,M,married,39.69,1,IT,tertiary,6630.4,22001.79,1375.16,
1677,M,widowed,63.76,2,education,tertiary,1643.93,18813.04,1141.96,
1678,M,married,29.86,2,education,tertiary,4184.59,16636.93,313.94,
1679,M,married,69.52,1,retired,secondary,1207.18,9731.13,679.89,
1680,M,married,24.36,1,education,tertiary,3970.99,20446.19,829.47,
1681,F,single,23.2,0,IT,professional,10815.34,12954.2,7588.6,
1682,M,divorced,48.16,1,finance,secondary,2153.06,16253.76,1573.9,
1683,M,married,39.12,0,IT,postgrad,13127.67,35096.65,3084.54,
1684,F,widowed,41.43,0,IT,tertiary,8200.54,24032.59,1797.81,
1685,F,divorced,48.71,3,manuf,postgrad,6033.57,45645.88,2383.35,
1686,F,married,40.11,1,government,tertiary,4900.81,20196.89,2179.51,
1687,F,divorced,47.47,1,government,secondary,2191.32,4235.52,896,
